O_Trip,D_Trip,T_Trip,Capacity,Int_points,Grocery,School,Hospital,Transit,Pop,Pec_Whi,Med_age,HH_2010,HH_ACS,Pec_01_V,Income,T_work,Emp_rate,WBN_len,WBN_des,BN_len,BN_des,Crash,Crime,UndSer_Lvl,UndSer_Cod
1088,1212,2300,15,48,7,1,1,9,3622.919922,46.6696014,28.5230999,1133.079956,1128.060059,77.399498,34668.10156,1871.339966,86.2294998,4224.550667,84.04476512,1674.383838,33.31080805,49,445,Moderately served,0
2768,2393,5161,15,120,1,5,1,7,2426.729981,48.9160995,31.0690994,886.5889893,964.5139771,67.0634003,55548.80078,1535.979981,87.2412033,7258.658197,144.4064165,3892.12382,77.43134314,355,170,Moderately served,0
3345,3214,6559,15,87,3,7,1,8,5129.850098,39.524601,29.0895996,1498.98999,1515.670044,80.4599991,36291,2566.76001,88.4815979,5636.055019,112.125752,2488.571748,49.50856186,56,345,Moderately served,0
1590,1521,3111,15,86,2,1,0,12,1608.640015,0.382461,28.9207001,573.8569946,527.3200073,89.0269012,24772,563.3120117,67.757103,6059.910703,120.5580929,3931.966262,78.22398333,46,457,Moderately served,0
1694,1559,3253,15,116,1,2,0,8,3902.689941,31.7019997,37.3358994,1417.51001,1436.430054,68.3714981,34363.69922,2624.48999,88.7699966,7033.669591,139.9304104,2878.859898,57.27309791,96,106,Moderately served,0
2537,2578,5115,15,45,0,0,0,9,1630.469971,29.0456009,36.3218994,549.0759888,558.6870117,65.0322037,41120.89844,1011.400024,87.6811981,2944.893935,58.58680333,1964.8283,39.08901703,169,64,Moderately served,0
1267,1186,2453,11,85,2,0,0,13,2148.479981,10.2922001,38.6390991,634.9249878,630.9260254,65.2474976,40191.89844,1182.069946,88.6789017,4406.403416,87.66261062,2466.28821,49.06524497,191,78,Moderately served,0
1051,1178,2229,15,167,2,7,2,9,4954.029785,40.7644997,29.4358997,1453.52002,1363.060059,74.8592987,38878.10156,2262.070068,85.9845963,7468.75073,148.5860747,4543.882763,90.39767532,63,232,Moderately served,0
41734,35422,77156,31,573,7,8,6,18,4921.569824,53.6596985,29.0965996,3008.659912,2998.879883,97.0193024,79980.70313,3689.840088,91.0997009,11082.59527,220.4812274,8375.418069,166.6236483,241,621,Moderately served,0
51088,48579,99667,39,676,0,0,0,1,2114.719971,71.6223984,39.5875015,1003.5,1050.699951,91.3538971,105236,1332.880005,90.6856003,13598.0691,270.5249892,3018.670762,60.05454667,144,68,Moderately served,0
30501,29066,59567,31,760,3,7,6,24,4794.290039,51.9452019,29.8302994,2817.76001,2637.290039,96.2065964,89865.29688,3163.030029,91.5459976,12941.92412,257.4713997,6518.71899,129.6857937,290,685,Moderately served,0
19794,18268,38062,23,147,1,3,1,8,4950.799805,74.9273987,33.7442017,2891.070068,3230.290039,85.9083023,113633,4127.790039,94.3447037,4569.34305,90.90419164,2675.311518,53.22363155,151,263,Moderately served,0
11056,10114,21170,19,778,4,7,7,22,5464.080078,53.7438011,29.7747002,3337.320068,3211.070068,96.5382996,88400.5,3869.98999,91.5250015,11473.58104,228.2596422,9095.854723,180.9562801,409,735,Moderately served,0
8491,9550,18041,15,66,3,5,4,14,6495.970215,53.3265991,35.4631996,3381.590088,3774.860107,84.5488968,82842.60156,4942.700195,94.6621017,4315.533663,85.85481432,3404.63353,67.73303196,60,361,Moderately served,0
13966,14775,28741,15,147,10,2,0,2,1863.619995,62.1893005,34.1279984,806.5109863,786.3519897,88.9625015,97971,1120.209961,96.3730011,8426.986008,167.6495598,2115.515796,42.08684952,99,475,Moderately served,0
13294,12423,25717,35,361,0,14,2,16,4729.870117,61.6627007,29.3446999,2006.189941,2242.300049,86.4828033,93686.20313,3021.27002,93.2876968,8917.435589,177.4067442,3217.843839,64.01696914,167,616,Moderately served,0
5006,5117,10123,19,112,1,0,2,8,1263.099976,65.9233017,32.9598999,562.7260132,534.0339966,60.9546013,93201.70313,839.7520142,95.0271988,4210.668888,83.76859591,3680.518426,73.22158757,138,374,Moderately served,0
5290,6096,11386,23,110,14,6,1,13,3863.300049,4.87217,45.9870987,1597.98999,1564.089966,91.5035019,20213.80078,1559.119995,89.9533997,5128.093502,102.0201787,945.9693136,18.81946153,145,337,Moderately served,0
2259,2094,4353,19,130,3,4,1,13,4855.410156,36.588501,36.0996017,2528.620117,2559.790039,82.8047028,39440.30078,2535.669922,89.8712997,6760.253869,134.4909775,2626.202714,52.24664294,59,402,Moderately served,0
2899,2518,5417,15,116,0,8,42,16,932.9979858,18.0606995,32.0920982,368.1520081,367.9909973,75.6835022,36467.39844,536.4069824,86.9294968,4322.721069,85.99780321,4655.765563,92.6235129,201,250,Moderately served,0
8833,8938,17771,15,103,3,1,1,16,4739.549805,59.3591003,30.6956997,1761.979981,1746.400024,79.7285995,54637.5,2733.570068,92.0619965,6829.901563,135.8765743,2055.193687,40.88677928,76,429,Moderately served,0
1667,1920,3587,15,57,3,6,0,9,5791.669922,41.8063011,28.4843006,1757.5,1760.430054,73.9633026,35164.80078,2904.060059,85.1315002,4993.383942,99.34021714,2046.087078,40.70560906,59,301,Moderately served,0
11228,14035,25263,15,205,7,10,10,29,7756.910156,67.5951996,33.2801018,4861.549805,4724.52002,90.6911011,90788.10156,4949.919922,92.3643036,5375.950169,106.9511304,4314.827569,85.84076703,415,2608,Moderately served,0
11426,11509,22935,15,289,4,6,3,12,6420.890137,93.3436966,41.3100014,4679.120117,4447.669922,91.7815018,94706.5,4830.580078,95.8002014,8298.467617,165.0927677,8906.667966,177.1925292,136,457,Moderately served,0
9488,9307,18795,15,108,2,9,3,11,4797.450195,88.8876038,27.4922009,2344.540039,2066.949951,76.9645996,100408,3352.48999,95.6383972,5769.662379,114.7837859,4327.420874,86.09130286,73,351,Moderately served,0
10397,11074,21471,15,59,1,4,1,7,5112.720215,74.3307037,32.0423012,2351.419922,2303.090088,70.3955002,72931.79688,3816.02002,96.4968033,6098.816432,121.3320978,807.262392,16.05997501,47,307,Adequately served,1
5092,5168,10260,15,105,7,6,1,12,5559.620117,42.1803017,30.1168003,1883.25,1706.050049,81.1324997,30208.40039,2538.060059,82.6838989,6840.678331,136.0909713,4372.401474,86.98616346,48,404,Moderately served,0
5560,5235,10795,15,58,2,2,1,10,1011.25,52.0848999,26.7728004,351.8110046,355.3890076,78.4399033,98537,689.0100098,90.1380997,4038.120185,80.33584852,4139.374431,82.35023775,112,578,Moderately served,0
484,487,971,19,74,1,3,2,13,2215.590088,3.2244799,33.4025993,868.7199707,841.53302,85.1343994,32821.19922,983.8850098,80.125,5362.287165,106.6793136,1788.403571,35.57915858,20,511,Moderately served,0
1012,908,1920,15,144,0,8,0,7,3521.679932,30.4461002,42.3126984,1717.939941,1748.119995,74.9527969,56394,1960.290039,88.0753021,7260.749615,144.448024,2778.204711,55.27062658,28,172,Moderately served,0
5007,4888,9895,19,153,4,5,0,12,5181.140137,30.2649994,37.5625,3104.73999,3141.689941,85.0570984,42974.19922,3083.050049,87.8953018,6810.464635,135.4898889,4450.188008,88.5336774,67,404,Moderately served,0
390,421,811,19,46,2,3,0,11,3239.820068,1.54684,38.5811996,1395.849976,1410.670044,84.1546021,31289.30078,1355.390015,80.0270996,4872.677213,96.93883307,691.635116,13.75964344,46,383,Underserved,-1
299,348,647,11,50,2,1,0,6,1126.479981,48.728199,31.8099003,351.2780151,341.9590149,62.0732002,45007.80078,552.5529785,77.8697968,3848.302734,76.55955032,2369.489675,47.1394993,31,219,Underserved,-1
203,140,343,19,138,0,4,0,11,949.6699829,27.0998993,34.835701,342.4400024,321.3739929,76.3251038,34083.10156,409.7919922,74.2343979,4970.996989,98.89484286,1586.177434,31.55599741,251,196,Moderately served,0
924,954,1878,15,67,1,6,0,2,2272.469971,5.9716802,34.4616013,921.6920166,957.7579956,75.7794037,54826.39844,1161.380005,85.5998001,5053.211406,100.5304467,861.8647101,17.14625361,28,201,Moderately served,0
4232,4078,8310,15,241,0,5,0,1,3443.360107,37.5041008,31.6972008,1457.869995,1476.089966,75.2572021,61344.5,1890.910034,86.6841965,10195.56674,202.8343556,553.7828968,11.01716068,15,205,Moderately served,0
3046,2898,5944,11,142,2,3,0,5,4954.049805,38.4902,31.5548,2229.889893,2227.669922,84.001503,50443.60156,2861.679932,91.5302963,7759.891152,154.3781293,5448.093383,108.386374,21,334,Moderately served,0
3935,4087,8022,15,137,4,3,1,13,4990.810059,35.2467995,37.1285019,2787.979981,2801.479981,85.9978027,42550.19922,2884.139893,91.2819977,7229.066071,143.8176999,4791.452875,95.3229262,73,430,Moderately served,0
741,789,1530,15,346,0,9,0,9,3464.629883,22.9745998,29.2647991,1400.439941,1439.359985,86.751503,38130.19922,1556.670044,79.5960999,12471.62648,248.1151254,3086.866384,61.41125547,55,367,Underserved,-1
3601,3781,7382,15,162,0,5,1,7,4476.350098,84.8171997,31.1548996,1904.310059,1842.949951,58.8566017,135409,3099.719971,95.4737015,5688.514612,113.1694024,2430.805116,48.35933125,84,159,Adequately served,1
5956,5624,11580,15,32,1,2,0,8,3813,85.3125,31.7537003,1869.910034,1856.790039,72.7845993,95603.39844,3038.530029,96.8361969,3806.306436,75.72406052,1953.006522,38.85383023,94,176,Moderately served,0
14628,14706,29334,19,374,4,8,5,8,6539.959961,84.3955002,32.4972,4236.450195,3954.449951,89.6053009,72232.89844,4319.479981,95.1186981,10015.35586,199.249174,6931.40672,137.8959553,69,251,Moderately served,0
8007,7811,15818,15,82,4,7,2,12,7685.720215,72.3096008,36.7461014,4786.450195,4679.689941,89.4710999,60644,5705.189941,91.9412994,6157.516586,122.4999002,2469.21419,49.12345549,106,357,Moderately served,0
3007,2838,5845,19,85,3,5,0,4,3750.090088,80.2410965,33.8611984,1785.599976,1720.51001,67.1528015,66358.60156,2608.280029,94.0178986,6820.536673,135.6902658,1317.825424,26.2173038,34,192,Adequately served,1
4270,4255,8525,11,103,1,3,0,5,2962.709961,83.0787964,30.8470993,1434.339966,1424.819946,63.1427994,88646.79688,2118.199951,97.0441971,6827.71234,135.8330211,2657.65694,52.87240487,100,190,Moderately served,0
5378,5697,11075,23,37,1,13,46,14,538.9119873,40.8288994,23.6072006,103.5059967,68.7590027,79.893898,18263.5,166.0839996,93.5942001,3942.286138,78.42929075,3967.937836,78.93961506,31,76,Moderately served,0
3439,3451,6890,19,54,2,7,2,11,3558.340088,81.0058975,32.2270012,1949.390015,2056.729981,78.901001,65440,2853.75,94.3267975,4815.598067,95.80327954,1776.766612,35.34764863,27,130,Moderately served,0
2872,2849,5721,23,42,3,5,0,5,1239.959961,71.8187027,31.2451992,611.0310059,597.8779907,74.9205017,85754.29688,868.6500244,94.2626038,3384.215265,67.32682349,1045.049449,20.7905982,267,197,Moderately served,0
3367,3179,6546,15,79,1,4,2,2,3336.340088,81.7833023,31.8586006,1705.670044,1654.469971,70.8202972,68434.79688,2404.77002,92.6407013,6761.556927,134.516901,861.0993766,17.13102779,23,127,Moderately served,0
2013,2061,4074,23,61,3,1,0,7,3376.820068,54.6509018,30.9659996,1057.76001,965.4819946,63.7611008,47135.19922,1758.160034,94.0127029,4657.668452,92.66136967,2902.540152,57.7442016,275,241,Adequately served,1
28184,27355,55539,31,438,0,0,0,4,901.8939819,37.9546013,33.093399,440.5920105,413.67099,88.4406967,70530.39844,537.0219727,96.2111969,11647.72099,231.7240464,5330.751678,106.051935,93,48,Moderately served,0
409,353,762,19,68,2,0,1,10,941.617981,42.8839989,36.0387001,361.2839966,392.5450134,71.4626999,29026.19922,498.4249878,79.1827011,2238.25838,44.52873564,1515.325573,30.14644441,110,165,Moderately served,0
272,265,537,11,55,2,5,0,4,4419.140137,43.6128006,31.4941006,1320.880005,1407.430054,61.3782997,39826.19922,2211.530029,85.6634979,5621.641818,111.8390105,791.7195063,15.75075912,32,204,Adequately served,1
1054,859,1913,15,108,0,3,0,5,3381.330078,41.7757988,35.5540009,1207.869995,1128.079956,71.8139038,35798.80078,1658.219971,86.0262985,7169.671353,142.6360795,3394.956477,67.5405131,107,140,Moderately served,0
509,503,1012,15,92,1,1,0,4,1710.51001,54.3232002,33.7458,634.7199707,630.6140137,55.0018997,43479.19922,931.3809814,85.1502991,4491.62667,89.35807339,794.8732937,15.81350173,16,63,Moderately served,0
7446,7817,15263,15,187,1,1,2,2,2027.439941,34.1557007,32.4258003,871.3980103,955.0780029,84.4729004,77398.5,1234.579956,89.6044998,7148.436876,142.213633,959.2184717,19.08304516,28,322,Moderately served,0
2280,2149,4429,15,154,0,3,1,8,1068.859985,59.7874985,34.2517014,530.0679932,565.4249878,79.9126968,108610,768.5689697,93.9096985,4546.494642,90.44963699,2425.122014,48.24626952,47,112,Moderately served,0
883,1068,1951,15,62,2,5,1,13,2518.439941,9.10464,27.7964001,779.8510132,786.2260132,78.1921997,36621.10156,1052.790039,72.9487991,4399.646295,87.52818196,2968.232387,59.05110708,75,694,Underserved,-1
1665,1624,3289,19,47,2,7,0,12,2942.76001,24.9526997,30.1149998,1202.060059,1122.579956,77.5518036,43791.60156,1447.640015,83.2899017,3827.083839,76.13741383,1621.436745,32.25745911,151,475,Moderately served,0
5715,5711,11426,23,74,0,6,51,15,1997.689941,51.9099007,28.5091991,940.4760132,837.9819946,71.990799,43508.39844,1312.569946,94.1353989,3677.081626,73.15321463,1725.926296,34.33621267,229,210,Moderately served,0
25,20,45,15,55,0,0,0,9,1135.650024,14.6590996,30.7644997,367.8720093,305.5310059,79.1309967,25914.59961,398.6520081,63.7663002,5017.135791,99.81274517,806.5609892,16.04602104,18,206,Moderately served,0
253,236,489,15,68,0,1,1,17,1012.679993,1.04661,30.9997005,300.3890076,246.9720001,77.3572998,23807.19922,318.6839905,53.1773987,4138.189985,82.32667394,3140.491885,62.4781009,225,401,Moderately served,0
30,32,62,15,102,2,8,0,12,1571.609985,1.16993,31.5998001,474.7860107,447.3150024,85.376503,22703.5,516.7949829,62.7452011,7104.304247,141.3356423,3852.834187,76.64970072,53,381,Underserved,-1
106,105,211,15,92,2,0,3,14,1778.27002,0.400193,32.0079994,734.0510254,779.7869873,88.5391006,16995.80078,680.9639893,69.4459991,5601.447155,111.4372504,1612.900231,32.08763055,58,430,Underserved,-1
10756,10787,21543,19,150,2,4,6,13,1827.030029,77.5597,31.6597004,908.2420044,1019.210022,71.8805008,124728,1547.689941,95.9838028,6018.18072,119.7279012,1911.051945,38.01917044,118,892,Moderately served,0
11265,11810,23075,15,145,3,1,0,9,4668.290039,78.6456985,30.1842003,2254.439941,2075.48999,73.2115021,88603.29688,3407.75,95.9411011,7728.249531,153.7486393,1349.713695,26.85170078,74,661,Moderately served,0
6208,5912,12120,27,22,0,0,0,3,749.1469727,27.5702,34.578701,342.7139893,315.9819946,86.2497025,57363.5,350.4869995,96.2132034,2415.886314,48.06253111,1731.624922,34.44958323,92,148,Moderately served,0
3903,3379,7282,15,103,1,3,0,11,5169.470215,58.9448013,30.6051998,1940.25,1910.689941,80.0257034,60836.10156,2946.679932,92.7265015,7220.397398,143.6452421,2680.340374,53.32367747,55,252,Moderately served,0
21855,21336,43191,19,262,6,4,1,14,4422.359863,60.9035988,31.6509991,2225.540039,2876.469971,90.7687988,101485,4077.629883,96.5463028,6382.658322,126.9789528,5786.015707,115.1091251,195,329,Moderately served,0
15532,16323,31855,19,195,1,9,0,8,5641.680176,87.5607986,24.5055008,1980.569946,1745.569946,71.5828018,93450.60156,3426.840088,93.2712021,6912.905776,137.5278907,3645.955982,72.53398961,48,292,Moderately served,0
1362,1257,2619,15,83,0,8,0,5,3198.689941,11.7143002,36.6222,1401.650024,1425.369995,78.9798965,44428,1567.319946,86.1296997,5104.663546,101.5540545,2560.361367,50.93677095,34,314,Moderately served,0
19413,20894,40307,19,99,7,3,4,13,4608.209961,77.7586975,31.3535004,2303.540039,2195.669922,73.2771988,84624.39844,3266.189941,94.6280975,6074.728135,120.8528763,1911.658283,38.03123316,135,1221,Moderately served,0
4265,4710,8975,19,147,1,4,1,6,4078.280029,80.2846985,31.1543007,1696.76001,1653.069946,65.921402,99089.29688,2432.229981,94.2258987,7309.802116,145.4238925,396.5899519,7.889906404,65,163,Moderately served,0
4121,4084,8205,15,128,0,2,16,10,6653.870117,36.8103981,39.0764999,3063.969971,2919.98999,86.7634964,26434.59961,3112.469971,86.2951965,6847.311676,136.2229375,5596.978477,111.3483489,60,333,Moderately served,0
7233,7127,14360,15,42,2,6,3,14,9707.360352,79.0819016,32.1678009,6405.910156,6085.830078,86.5624008,65997.5,8042.970215,94.6917038,4615.323483,91.81894329,1674.625945,33.31562461,117,438,Moderately served,0
4279,4503,8782,15,66,1,9,1,14,3879.540039,85.2959976,31.2772999,1754.920044,1768.420044,67.0765991,94580.20313,2823.969971,96.9501038,6124.509313,121.8432414,2079.443377,41.36921155,53,124,Moderately served,0
12139,11734,23873,15,87,2,7,3,19,8679.900391,82.0540009,33.4994011,5968.819824,5792.560059,85.5357971,66603.39844,7540.890137,95.3444977,5432.130014,108.0687929,3196.546261,63.59326729,175,299,Moderately served,0
24641,22594,47235,31,333,5,6,3,17,6093.069824,53.4248009,32.7256012,3259.830078,3369.550049,88.6389008,77620.89844,4107.479981,95.2717972,8035.23669,159.8559548,4961.348279,98.70288788,188,810,Moderately served,0
922,1037,1959,15,74,3,4,0,6,4630.169922,42.1329994,29.3558006,1254.060059,1297.939941,60.3404999,44951.10156,2164.23999,87.0024033,6321.262788,125.7575274,1615.208176,32.13354566,62,298,Adequately served,1
2452,2337,4789,15,181,4,0,4,7,3393.919922,41.4422989,30.0506001,1151.77002,1189.420044,75.4938965,41055.19922,1608.050049,88.4113007,7763.783698,154.4555691,1859.360582,36.99080345,131,231,Moderately served,0
2575,2834,5409,15,68,3,0,1,7,5649.220215,49.5210991,30.2406998,1982.290039,1983.349976,72.4125977,37897.19922,2870.629883,88.7514038,5542.057897,110.2557386,2481.609561,49.37005355,65,311,Moderately served,0
4185,4124,8309,19,114,2,4,1,8,4682.700195,54.3699989,30.6387005,1738.140015,1677.359985,79.8607025,46020.60156,2568.139893,94.0580978,7883.189683,156.8310757,4666.010108,92.82732165,51,232,Moderately served,0
3021,3253,6274,15,87,2,5,4,9,3846.469971,66.7343979,32.4380989,1722.27002,1639.819946,71.1266022,62320.19922,2465.02002,95.0441971,7003.968837,139.3395327,0,0,113,277,Moderately served,0
2130,2231,4361,15,63,1,3,0,4,1478.300049,76.6352005,31.6406002,719.7769775,753.822998,64.6149979,79275.5,1133.099976,95.0270996,3431.366022,68.264858,4083.195691,81.23259724,116,203,Moderately served,0
2403,2324,4727,19,134,3,1,1,14,4043.040039,67.1551971,31.7451992,1661.099976,1625.23999,63.108799,69741.60156,2642.870117,94.6821976,7400.188521,147.2220729,4620.854915,91.92898763,74,309,Moderately served,0
2059,2309,4368,15,126,1,3,6,8,5906.029785,51.2383003,30.1306,1864.810059,1849.790039,58.3157005,51966.5,3254.679932,93.0998001,7438.223028,147.9787453,2148.228948,42.737657,61,248,Adequately served,1
940,977,1917,15,105,3,4,1,10,6871.859863,57.7784996,30.2411003,2105.449951,2170.199951,74.251297,37358.89844,3563.330078,91.433403,7391.95543,147.0582807,4192.507792,83.40729239,53,349,Moderately served,0
2438,2722,5160,15,105,0,1,0,5,4377.029785,64.9655991,31.7353992,1777.420044,1728.910034,69.7481995,57585.5,2595.669922,93.8375015,6753.719045,134.3609713,3603.617185,71.69168601,123,196,Moderately served,0
998,938,1936,15,262,0,10,0,4,2237.229981,54.3205986,34.6500015,791.4780273,803.2280273,53.039299,71605.79688,1300.939941,90.7173996,8637.437503,171.8363593,2428.326229,48.31001536,27,90,Moderately served,0
654,677,1331,15,66,1,5,0,8,4305.890137,54.4099998,36.1430016,1599.150024,1509.719971,69.1564026,53278.10156,2245.610107,89.8911972,5813.260413,115.6511413,3957.054399,78.72309597,80,209,Moderately served,0
5205,5276,10481,23,155,0,1,1,10,5718.330078,48.9003983,41.1735992,2952.98999,2969.73999,85.6476974,33516.5,3258,86.5084,8211.624535,163.3650795,6550.605233,130.3201504,51,196,Moderately served,0
3813,3793,7606,15,177,2,5,1,7,3318.570068,72.4999008,33.5950012,1627,1640.420044,71.6003036,59067.30078,2273.649902,92.4273987,7263.940166,144.511498,1985.390245,39.49808392,55,123,Moderately served,0
774,885,1659,15,244,1,3,0,9,3506.290039,59.0009003,40.3568993,1298.75,1385.77002,67.3460007,63605.69922,2006.030029,88.728302,10008.63544,199.1154755,1124.134164,22.36393862,36,184,Moderately served,0
367,427,794,15,108,3,2,1,9,4937.970215,44.4388008,35.5764999,1843.209961,1833.640015,77.2593994,53960.89844,2565.830078,89.405098,8869.126607,176.4456676,1586.140492,31.55526248,72,291,Moderately served,0
3757,3839,7596,15,84,0,7,4,10,7527.350098,54.9861984,34.9300995,3962,3749.979981,86.4431992,45669.89844,4461.649902,89.1439972,5767.013433,114.7310868,2310.154307,45.95905965,116,363,Moderately served,0
3509,3938,7447,15,39,3,6,0,8,4208.459961,70.6736984,35.5042992,1864.810059,1759.560059,73.088501,69862.29688,2661.570068,91.9456024,5652.552472,112.4539584,1254.671185,24.96089013,59,237,Moderately served,0
6576,6892,13468,19,40,4,3,0,8,4191.209961,76.5962982,36.3760986,2058.850098,2095.209961,74.0239029,78519.60156,3063.439941,97.3282013,5072.006727,100.9043678,2527.452106,50.282062,68,221,Moderately served,0
2031,2112,4143,15,94,1,3,1,0,2005.479981,72.0511017,36.2125015,954.8909912,966.3220215,76.6085968,70160.5,1481.859985,93.8584976,6603.361961,131.3697121,4349.243664,86.52545347,21,83,Moderately served,0
8502,8589,17091,19,164,5,6,4,14,9479.290039,51.7019005,35.1048012,5165.479981,5540.709961,86.2566986,80012.5,6549.229981,95.6517029,5215.528843,103.7596495,3809.836861,75.7942961,108,558,Moderately served,0
3410,3074,6484,15,97,0,0,0,16,1516.52002,66.0652008,29.8122005,732.6469727,758.8150024,85.111702,103641,1256.420044,93.2822037,4716.670925,93.83518658,2984.874036,59.38218218,136,361,Moderately served,0
13621,12822,26443,23,405,3,9,8,22,2731.100098,58.75,29.8910007,1238.130005,1506.689941,92.7699966,86231.20313,2066.300049,96.2468033,7332.604434,145.8775302,4450.817232,88.54619541,221,1067,Moderately served,0
6428,5978,12406,19,84,1,1,0,7,4296.029785,84.3537979,30.2525005,2104.709961,1996.119995,77.697403,77342.79688,3150.419922,95.2761993,5989.555161,119.1584139,1132.469414,22.52976314,22,194,Moderately served,0
4912,5048,9960,15,129,0,6,1,5,3748.689941,83.8876038,31.9402008,1631.219971,1660.579956,55.3871002,147407,2707.51001,95.6641998,5706.087227,113.5189985,1508.888907,30.01839102,81,122,Adequately served,1
383,399,782,11,59,9,5,0,12,2568.840088,49.8661003,28.8775005,741.5570068,723.0599976,68.8319016,36887.30078,1137.25,83.5286026,5132.654509,102.110917,1769.935378,35.21174554,61,160,Moderately served,0
3135,3159,6294,15,127,3,6,1,10,4775.410156,61.9191017,30.2070999,1991.599976,1974.140015,77.8308029,73492.79688,3154.120117,91.7221985,6466.346494,128.643876,304.5471235,6.058772513,105,441,Moderately served,0
12038,11236,23274,23,138,9,16,72,24,9815.450195,74.6169968,37.4257011,6287.229981,6202.319824,90.6756973,84649.5,6333.970215,93.7071991,3821.444179,76.02521636,2297.019582,45.6977526,224,2638,Moderately served,0
3957,4371,8328,15,115,0,2,1,5,3497.610107,82.0333023,32.6775017,1519,1519.310059,49.7537994,113192,2577.800049,94.4056015,6795.67993,135.1957566,1623.332172,32.29516743,28,148,Moderately served,0
3386,3651,7037,15,113,1,0,1,8,2822.699951,76.5505981,32.3740997,1273.140015,1146.849976,54.7949982,107435,1849.300049,95.5973969,5875.684062,116.8930203,4450.926656,88.54837233,48,135,Moderately served,0
820,816,1636,19,134,1,8,0,10,2212.280029,43.3473015,33.2546997,689.2650146,727.2459717,57.1193008,45983.60156,1312.26001,86.4641037,7396.683494,147.1523426,2418.184657,48.10825518,61,175,Adequately served,1
307,294,601,11,59,3,6,0,13,2822.070068,0.590168,33.6613998,1248.75,1380.619995,86.4298019,24951.30078,1297.219971,73.3011017,5833.118095,116.0461973,0,0,80,548,Underserved,-1
778,799,1577,19,102,0,0,0,7,2253.300049,4.1072302,44.9187012,1398.51001,1325.219971,85.1903,38249.39844,1342.030029,80.8892975,3742.180138,74.44830835,1896.88669,37.73736164,49,131,Underserved,-1
1499,1619,3118,15,64,3,1,1,12,5746.609863,50.5270004,35.3008995,3084.439941,3044.909912,90.6195984,33885.30078,3367.949951,89.4225998,4121.153728,81.98774839,1495.078664,29.74364495,37,363,Moderately served,0
412,440,852,15,147,7,2,0,10,5201.129883,47.1278992,32.4263,2052.550049,1962.439941,80.024498,42025.5,2759.040039,88.1143036,8690.906934,172.9000998,4003.521059,79.64752078,61,361,Moderately served,0
569,560,1129,15,84,0,1,0,7,2507.689941,2.0780301,36.9962997,1159.329956,1046.01001,82.2033005,24246.19922,1132.160034,76.4168015,5359.970046,106.633216,3814.186928,75.88083793,76,270,Underserved,-1
556,502,1058,15,149,1,2,0,11,3541.169922,6.3017602,38.9300003,1587.540039,1485.099976,86.8940964,28971.40039,1545.199951,76.3422012,7281.221818,144.8553055,4385.676385,87.25025943,42,364,Moderately served,0
6398,6465,12863,15,99,2,6,3,11,5240.640137,66.6042023,32.3576012,2405.840088,2225.899902,70.1452026,78106.5,3845.280029,89.8069992,7261.969445,144.4722917,0,0,76,338,Adequately served,1
8167,7601,15768,19,161,1,2,2,7,1910.619995,29.9067993,32.0032997,823.4190063,866.492981,85.0597,63620.30078,981.2310181,90.7865982,5933.857602,118.0503461,2065.049332,41.08285111,53,433,Moderately served,0
2567,3087,5654,15,278,3,2,4,7,3084.600098,47.8219986,31.5188999,1214.800049,1100.780029,82.824501,41574.39844,1695.619995,80.9730988,9048.592633,180.0160307,1357.715213,27.01088593,44,364,Moderately served,0
8174,8251,16425,15,149,10,2,1,1,1463.069946,61.3499985,33.6619987,668.1480103,647.4589844,79.5259018,95113.29688,915.1049805,94.4480972,8273.429787,164.5946559,1218.909571,24.24943542,65,279,Moderately served,0
